time	NO2_Ktyear
2021-01-01T00:00:00	24.400
2021-01-01T01:00:00	25.054
2021-01-01T02:00:00	25.637
2021-01-01T03:00:00	26.083
2021-01-01T04:00:00	26.344
2021-01-01T05:00:00	26.391
2021-01-01T06:00:00	26.219
2021-01-01T07:00:00	25.846
2021-01-01T08:00:00	25.315
2021-01-01T09:00:00	24.682
2021-01-01T10:00:00	24.019
2021-01-01T11:00:00	23.397
2021-01-01T12:00:00	22.886
2021-01-01T13:00:00	22.542
2021-01-01T14:00:00	22.402
2021-01-01T15:00:00	22.482
2021-01-01T16:00:00	22.773
2021-01-01T17:00:00	23.244
2021-01-01T18:00:00	23.841
2021-01-01T19:00:00	24.500
2021-01-01T20:00:00	25.148
2021-01-01T21:00:00	25.714
2021-01-01T22:00:00	26.135
2021-01-01T23:00:00	26.365
